12th percentage,cet rank,distance,branch,college
81.1,17105,155,CE,E022
67.9,67496,577,IE,E085
62.3,101623,12,CE,E153
56.1,188648,946,CE,E208
62.6,53409,350,ME,E199
64.8,259119,4,EC,E176
57,31755,556,CS,E018
72.5,87169,511,ME,E166
63,169497,963,CE,E208
63.7,90477,12,CE,E194
58.3,47156,904,IE,E043
62.2,67913,890,CE,E089
75.7,15834,15,CH,E016
61.5,43239,17,EC,E104
59,39358,20,IE,E083
62.1,116347,252,CE,E142
59.9,200091,2,ME,E032
69.6,92476,4,CE,E111
65.6,81530,8,TC,E102
70.1,12994,624,EE,E022
70,66662,20,CE,E205
64.6,96103,633,CE,E106
62.8,60022,442,EE,E274
72.7,19590,541,CS,E209
56.8,175897,162,ME,E101
66.2,46929,6,CE,E156
88.7,2484,740,EC,E057
66.7,95581,15,EI,E042
81.8,15508,17,EC,E036
66.6,35062,611,CS,E208
82.2,18214,568,IM,E008
59.8,232478,11,ME,E089
56,77305,10,CS,E136
63.4,37648,262,EE,E041
72.7,10682,11,CS,E085
59.1,111243,637,CE,E213
83.2,3090,19,IE,E126
73.2,8929,401,IE,E277
80.8,17239,513,EC,E099
81.2,19954,572,CE,E274
57.6,135176,9,CE,E173
62.4,37909,570,CS,E145
62.2,77509,556,EE,E033
60.2,48496,15,EE,E108
97,848,18,CS,E007
65.2,89644,17,CS,E189
61.9,78393,841,CE,E134
62.4,116018,5,ME,E109
82.9,5880,842,CE,E048
66.7,77436,172,EC,E173
64.3,107715,14,EC,E181
69,32819,628,CE,E017
68.9,40899,396,CE,E114
62.8,83681,356,ME,E507
88.7,3776,3,EC,E007
72.7,212387,9,CE,E182
69.7,105377,8,EC,E273
69.2,55447,2,ER,E232
76.4,8141,2,BT,E007
68.2,133183,372,CE,E186
56.5,31510,12,CE,E041
74.2,29789,374,CO,E237
71.8,165089,811,ME,E254
83.1,2455,478,CS,E510
71.7,26000,7,BT,E049
80.2,22278,318,CS,E061
61.2,105373,21,EC,E121
69,125930,12,EC,E208
68.3,43384,551,EC,E100
62,147584,12,CS,E112
59,43910,15,EC,E135
62.6,81461,774,EC,E269
62.9,182627,678,ME,E101
70.2,23764,15,CS,E064
81.1,28356,16,IE,E149
63.1,110256,12,CE,E202
75.6,19659,21,AE,E146
60,54401,501,CE,E172
69.8,82308,5,EC,E040
71.1,22777,378,SE,E240
61.2,113187,14,CE,E202
73,15274,4,EC,E036
71.3,121193,12,CE,E055
57.4,39797,749,CS,E193
76.7,21312,653,AU,E078
89.4,2259,7,CS,E008
60.4,88511,354,IE,E111
71.4,135430,3,EE,E134
57.1,118225,4,CE,E264
63.8,100661,868,CE,E134
58.3,77172,7,ME,E129
96,589,11,CS,E001
60.5,38396,491,IE,E153
57.3,304229,10,EE,E176
63.8,138041,9,EC,E221
71.4,82475,110,IE,E198
58.1,50057,21,CS,E055
59.4,72660,733,CS,E055
70.5,79273,239,CE,E104
89.7,2017,798,CS,E510
70.3,57424,262,ME,E104
70.6,61719,14,EI,E042
72.8,96249,11,MT,E095
67.1,81774,737,ME,E181
87.9,2346,15,CH,E007
62.6,68828,2,EE,E145
66.9,37248,995,ME,E203
80.9,24711,4,AE,E159
58.3,123144,580,EC,E202
79.1,25548,267,CS,E206
77.4,16198,456,EE,E024
70.6,62701,693,ME,E008
70.9,58061,480,ME,E091
73.4,11568,14,AE,E079
76.4,15159,744,EC,E128
71.2,67065,13,AU,E058
69.1,30354,18,CE,E212
77.1,27934,10,EI,E049
65.3,31052,851,ME,E107
59.7,30546,17,IE,E078
75.8,19324,322,CE,E047
68.4,218834,810,CC,E237
65.8,102171,17,CE,E104
79.3,16508,20,BT,E057
73.1,24058,17,CS,E078
65.4,41466,489,CS,E092
61.9,44313,10,EC,E032
59.3,183772,959,EC,E046
72.2,152130,8,EC,E110
92.5,447,3,ME,E005
69.3,71819,2,EC,E186
72.6,57750,13,CS,E171
61.8,63787,17,CS,E146
69.3,57591,921,CS,E177
77.5,19636,312,CS,E152
72.9,26992,4,CS,E102
62.8,52333,9,MT,E111
61.8,72027,512,IE,E171
81.4,16049,7,CS,E047
67.6,39365,8,CS,E154
60.4,30444,15,AT,E235
61,121414,230,EE,E132
61.7,51368,532,CS,E227
83.4,3852,88,EC,E511
56.3,41367,563,IE,E101
75.3,21784,18,CE,E021
56.8,136872,13,EE,E127
63.1,56906,675,CS,E207
93.4,475,15,IE,E005
67.7,52280,671,IE,E133
68.4,91799,13,IP,E045
82,23556,14,ME,E053
72.2,69767,58,ME,E100
71.2,93800,11,CE,E087
57.7,120588,10,EE,E043
72.1,32648,784,CS,E092
80,19425,380,CE,E065
59.8,81332,18,ME,E173
82.8,12158,4,EE,E007
61.4,69202,9,CS,E033
66.5,137438,14,EE,E054
70,41875,18,CS,E203
85.2,1559,18,CS,E057
80.3,23784,695,CE,E001
59.8,39743,9,IE,E160
66,68443,13,CE,E252
76.7,20964,21,TX,E002
60.3,63161,20,EE,E017
65,50205,4,CE,E150
96.4,174,188,EC,E003
57.9,44673,581,EC,E166
66.1,56027,7,MN,E079
57.7,87534,5,CE,E257
64.8,136485,15,ME,E095
56.9,125607,720,CE,E257
66.3,115221,698,CE,E221
63.2,90871,3,ME,E018
74.7,11774,11,EE,E053
71.6,49557,3,TC,E012
71.9,26868,10,EE,E103
60.9,37410,8,EE,E059
71.1,130111,278,ME,E119
96.9,254,8,CS,E048
71.4,88331,522,ME,E033
59.8,44539,6,CS,E237
72.1,158884,7,EE,E134
64.4,224989,734,EC,E136
61.2,74065,15,IE,E113
68,30027,9,EC,E104
63,42486,10,CS,E044
70.3,21205,20,CE,E010
73.7,22082,332,SE,E186
63.7,84844,945,IP,E047
75.1,19244,386,AU,E007
81.9,14375,2,AE,E011
76.8,17751,528,EC,E117
82.8,29085,15,ME,E034
67.5,36155,564,ME,E099
72.3,79591,2,IE,E100
69,130003,147,CE,E213
70.7,103398,525,IE,E112
91.8,2251,18,EE,E003
79.2,8336,12,CS,E077
79.2,13598,15,EC,E085
69.6,43438,21,ER,E232
71.5,172188,12,ME,E169
57.6,46811,228,ME,E033
75.9,29196,18,CS,E043
59.9,30705,5,IE,E083
64.6,53615,21,EE,E213
90.9,2711,7,BT,E009
72.3,52519,17,EE,E077
60.3,47568,6,TC,E008
71.8,46339,313,CS,E177
64.7,86453,10,EC,E123
61.5,107465,16,IE,E110
93.1,912,8,CS,E009
87.8,3685,6,BT,E006
80.7,23895,999,IE,E049
72.4,142423,9,CE,E104
69.5,74066,9,ME,E111
78.7,17044,8,CS,E043
72.2,44795,8,CE,E105
72.2,13222,350,IE,E123
68.6,80443,181,EC,E161
65.7,274921,15,EC,E188
77.3,14712,15,EC,E235
80.8,15838,457,EC,E031
62.6,82143,387,EC,E504
59,35142,837,CO,E237
76.6,21769,7,ME,E010
68.1,50060,6,CS,E113
64.6,195014,337,ME,E013
77.5,24888,660,CE,E046
91.3,801,446,EC,E009
69.3,369128,733,ME,E237
78.4,9136,6,CS,E155
66,72889,672,EC,E120
62.3,123293,18,ME,E076
75.3,12782,968,SE,E014
78.4,21307,686,CE,E022
82.7,19933,10,EC,E041
66.6,72141,478,CE,E146
67.3,77783,230,EC,E081
65.7,59392,7,EC,E106
61.6,35623,14,EC,E014
56.5,67320,5,CS,E028
59.5,127386,293,CE,E202
67.2,58032,10,CS,E032
63,71470,10,EC,E119
62.4,69795,12,MT,E078
97.4,265,7,EE,E005
62.4,58536,4,CE,E199
59.7,30036,19,EC,E232
81.1,20973,477,ME,E056
57.4,41738,5,EE,E178
82.1,4842,638,ME,E003
60.3,80038,9,CE,E210
57,47356,17,CS,E139
80,22112,188,CS,E075
70,80902,865,EC,E203
70,140149,9,CE,E264
80.7,8643,396,EE,E071
82.1,6040,798,CE,E009
73.3,17421,779,CS,E123
73.7,29478,269,CS,E237
92.6,275,343,EC,E005
62.8,47979,4,IE,E145
71.5,5907,123,CS,E082
66.6,45119,675,ME,E079
70.9,146256,18,EE,E197
66.9,188682,13,EC,E188
59.8,59802,15,CE,E101
70.2,127856,125,ME,E504
64.1,114935,6,EC,E202
61.8,191764,110,ME,E124
59.7,65901,7,ME,E203
77.4,14507,481,IE,E103
68.8,79792,9,EC,E255
75.2,26173,830,ME,E162
71.6,61115,884,ME,E166
61.7,45339,372,ME,E011
73.8,6500,3,EC,E023
75.9,16755,65,EC,E178
63.1,118663,128,ME,E130
66,189715,3,IE,E177
73.6,24318,18,CS,E133
74.8,5965,853,IM,E005
67.1,136397,16,CE,E081
66,50511,201,EE,E272
61.8,71990,13,EC,E015
57.8,118501,615,CE,E055
65.5,150997,11,EE,E172
61,63539,14,EE,E045
70,107109,13,ME,E095
74.2,14974,168,CE,E007
65.4,88044,5,CE,E221
72.4,17519,518,EC,E087
63.7,34465,214,CE,E057
69.7,59502,522,CS,E033
57.8,59816,664,EC,E161
65.6,39491,949,TC,E011
68.6,114676,5,CE,E182
68,45683,2,EC,E185
79.7,22418,714,CS,E078
72,74675,432,EC,E110
80.4,23083,359,EC,E061
60.2,86509,21,ME,E028
59.9,45231,503,CS,E232
71.7,58594,2,CS,E199
59.2,52373,398,EC,E260
72.4,7033,19,CS,E235
58,46917,851,TC,E008
80.2,22733,15,CS,E198
73.6,18467,4,CE,E241
69.8,157076,15,ME,E042
65.3,33516,843,CE,E057
60.8,84229,4,CS,E070
68.5,83290,11,ME,E205
80.4,11763,864,EC,E083
80.6,28631,228,CE,E057
66.7,96426,289,IE,E077
66.6,93533,12,EC,E015
61.8,43827,10,ME,E031
70.4,108027,4,ME,E098
65.7,212152,17,AU,E032
56.6,53563,347,EC,E076
66.7,42684,656,CE,E167
61.7,38262,14,ME,E056
68,30568,128,IE,E144
78,20636,2,CS,E160
67.3,45567,15,EC,E239
81.7,8809,10,CS,E097
66.3,53392,297,EE,E033
60.8,105989,802,ME,E210
69.4,224089,5,ME,E055
82.5,3040,15,IE,E056
64.9,135632,603,IE,E172
69.8,99401,5,ME,E207
67.1,110647,450,CS,E181
71.8,59767,998,EC,E198
71.3,14022,12,BT,E016
62.4,67815,759,CE,E239
76.4,22794,7,IE,E178
61.2,71356,560,CS,E273
68.9,144714,155,EC,E273
57.8,49286,807,CE,E018
78,19507,751,EC,E144
70.7,26438,335,ME,E056
61.6,53495,13,ME,E240
61.7,205850,10,ME,E144
63.4,67144,540,ME,E111
68,45352,916,EC,E181
66.5,94218,16,IE,E153
79.2,20451,633,IE,E062
87.4,1692,169,CS,E057
56.9,105196,782,ME,E092
59.4,54461,21,CE,E176
64.1,57639,6,ME,E059
83,28986,11,EC,E239
62.6,83632,616,CE,E153
68.6,42578,459,CS,E162
81.8,19049,16,EC,E160
66.7,82221,298,ME,E132
62.4,46565,406,CS,E102
65.7,80762,7,CE,E033
64.5,52507,5,EC,E177
78.4,14871,6,EC,E010
68.7,39705,975,ER,E232
70.3,111668,5,IP,E059
57.3,93339,178,IE,E110
56.5,63863,322,CE,E077
65.4,148772,16,ME,E239
75.7,12119,20,CS,E079
68.1,161831,143,EC,E169
61.6,43966,369,ME,E061
77,19893,19,CE,E235
79.1,26011,991,CS,E123
81.4,18654,522,CS,E092
72.1,19872,16,CS,E209
56.4,92101,11,CE,E127
71.7,75100,55,MD,E017
72.9,58020,11,CS,E186
57.6,164478,2,ME,E092
88,4779,464,EE,E006
77.6,14755,373,CE,E046
74,27060,3,IE,E254
62,80065,19,CE,E151
67.6,62368,5,CS,E153
66.9,76612,6,ME,E196
60.9,95888,890,AU,E099
60.3,84640,165,ME,E154
79.5,20538,7,ME,E023
74.5,17736,661,ME,E155
61.9,51184,7,EC,E100
60.1,45493,767,CS,E255
57.1,31671,7,EC,E265
78.2,5335,619,EI,E021
76.7,21509,14,BT,E079
94.7,891,9,EC,E006
67.7,86192,63,EC,E017
77.8,9928,380,IE,E058
64.5,96806,10,EC,E042
74,13926,848,CS,E124
65.4,104983,16,ME,E044
78.2,13776,21,CS,E103
77.2,23497,930,CS,E093
64.9,37778,2,BT,E055
78.1,18419,4,IE,E065
66.5,87171,588,ME,E216
64.4,125013,874,ME,E180
64.5,268774,21,AU,E144
67.9,49730,426,IE,E254
82.2,4520,371,IE,E126
68.6,30665,3,TC,E011
68.9,76876,6,IE,E171
81.9,14724,19,ME,E262
64.3,34570,929,CS,E032
84.9,3047,709,EC,E276
76.9,20549,727,EC,E156
59.1,39844,17,EE,E078
69.8,87956,18,ME,E075
63.7,66696,6,CE,E018
79.8,8315,259,ME,E141
74.8,20067,21,CE,E047
70.8,12009,11,CS,E097
67.8,164873,2,CE,E191
61.1,101597,554,CE,E169
65.4,221485,878,ME,E123
79.3,27719,625,ME,E157
75.6,8385,20,EC,E141
66.8,165804,726,CE,E109
74.8,18899,15,CS,E232
82.2,14738,732,EC,E002
61,175051,6,CE,E146
61.9,97634,13,TC,E017
75,18515,12,CE,E166
62.8,155906,12,EC,E180
57.7,138930,6,CS,E127
78.9,21221,7,EE,E012
64.9,38994,14,EE,E047
58.2,44486,9,ME,E047
77,8186,20,CS,E098
83.9,3427,10,EC,E511
81.8,7202,854,CE,E012
70.7,47713,620,CE,E043
58.4,32728,5,CS,E257
82.9,24944,999,CT,E057
62.6,110064,885,EC,E159
70.2,177299,19,CE,E173
56.5,30984,921,CS,E199
77.6,5242,73,EE,E001
81.6,14327,21,EC,E164
75.2,6955,682,EI,E021
64.9,104711,873,EC,E092
56.1,43511,894,IE,E252
67.9,164344,480,EC,E176
61.1,204344,835,ME,E151
91.1,1694,630,CS,E007
96,972,6,CH,E005
69.3,85906,953,AT,E235
70.2,31649,11,CS,E145
71.5,178706,915,ME,E172
72.2,9140,764,EC,E037
80.2,11011,19,AE,E105
84.8,3348,425,CS,E056
75,12486,825,CS,E079
56.8,48075,226,EC,E183
73,5951,333,EE,E016
80.6,23072,20,CH,E062
72,108599,7,CS,E081
56.6,37902,9,ME,E108
89.9,4060,759,CS,E141
59.1,36679,799,CT,E007
61.8,62975,848,EE,E040
76.1,27944,272,IE,E017
61.3,214066,684,EC,E191
61.8,73761,209,ME,E206
59.8,54865,10,CS,E203
62.2,81019,316,ME,E092
60,39532,13,EC,E209
56.7,116752,395,CR,E059
71.6,171755,162,IE,E177
70.6,13853,178,CS,E096
76.2,28668,660,EC,E011
76.9,25788,8,EI,E047
71.5,150104,361,CE,E169
60.1,69627,5,IP,E047
65,54536,13,AU,E038
56.8,31775,5,EE,E031
80.1,29274,115,CS,E028
58.9,71136,440,IE,E078
72.7,23525,149,CS,E040
77,12264,20,IE,E060
64.3,249386,288,EI,E059
65.9,131292,11,ME,E055
59.9,56419,3,ME,E232
63.1,45056,176,ME,E033
76.2,26078,478,ME,E008
70.1,12915,18,TX,E002
62.5,48063,7,EC,E013
69.5,34038,16,CE,E011
69.1,82230,14,CE,E177
61.2,208148,936,ME,E124
74.4,11276,9,IE,E079
82.1,13068,363,EE,E128
80.2,26136,16,CE,E034
61.9,251440,899,ME,E119
64.3,140192,11,CE,E100
59.5,104736,358,CE,E152
81.8,1941,873,EC,E057
65.3,197071,17,ME,E070
74.9,20736,5,EE,E015
72.8,150162,13,CE,E096
62.3,45634,14,EC,E260
70.9,26535,7,IP,E023
62.7,274409,659,ME,E237
93.3,680,174,EC,E048
64.4,67417,401,IE,E113
70.4,55750,545,TC,E102
68.3,107486,6,ME,E109
75.7,8190,932,CS,E119
72,87682,11,ME,E265
64.7,36975,19,IE,E254
60.6,82396,10,CE,E258
82.1,18016,8,CE,E185
79.2,17632,307,BM,E042
78.3,28450,11,EC,E066
69.8,164348,60,CR,E059
61.7,140425,276,EE,E075
79.6,29142,3,CE,E135
66.5,139496,20,CS,E159
65.2,66321,234,AU,E038
82.2,14192,3,EC,E240
71.2,45087,783,CE,E153
57.8,69521,21,ME,E035
68,30320,15,ME,E240
57.7,69329,13,CE,E162
59.6,253190,3,ME,E127
61.9,70255,775,CE,E124
68.2,143088,15,ME,E075
58.4,75062,2,AU,E059
94.8,233,923,IE,E005
74,7237,6,EC,E023
69.8,50906,6,CS,E252
79,28430,12,EE,E012
61.2,139540,20,ME,E098
80.2,13104,352,EC,E049
90.8,4358,718,CS,E275
66.7,134986,525,EC,E157
90.3,4771,20,IE,E126
56.6,44285,19,CS,E146
56.8,36184,561,BT,E078
57.5,101628,266,EC,E227
87.9,4010,246,EE,E166
63.8,198082,70,ME,E013
59.8,37247,12,EC,E274
70.6,19586,7,AE,E011
66.9,189605,629,ME,E273
60.7,103581,4,EC,E175
77.5,8923,4,EE,E056
81.1,6496,2,CH,E006
71.2,38536,992,CT,E057
62.1,30544,593,CS,E032
64,37417,3,IE,E169
57.2,126260,12,ME,E114
57,136568,5,CE,E203
78.5,16545,958,ME,E107
71.5,38888,21,CE,E102
63.8,57126,2,EC,E152
78.5,16683,13,CS,E100
77.8,29749,793,CS,E096
85.1,2071,19,EE,E006
56.2,36608,164,EC,E100
71,42126,626,IP,E031
59.8,120685,14,EE,E152
70.1,25765,8,CE,E017
77.4,16882,2,EE,E037
76.4,27112,714,EC,E078
59.6,92478,797,EC,E193
76.5,12520,11,EC,E115
62.9,364105,106,EC,E112
77.8,10607,12,EC,E120
68.5,163355,4,IE,E177
72.8,68483,13,CE,E194
67.5,64972,11,CS,E202
82.3,9642,4,EE,E129
74.5,7431,643,EC,E178
60.1,73735,320,EE,E136
77.5,13661,517,IE,E082
59.2,121322,115,CC,E237
71,13982,186,EC,E091
57,35605,18,CS,E161
79,28292,14,CE,E061
57.5,61427,7,CS,E184
71.4,53746,14,AU,E079
71.1,45127,719,EI,E042
56.9,171460,21,CE,E096
64.6,37479,701,ME,E205
88.2,2428,20,EE,E006
82.3,21808,14,CS,E150
74.9,7120,12,SE,E011
82.2,14805,166,IE,E105
57.9,66087,571,CS,E055
72.9,77486,17,EE,E028
72.6,162198,311,ME,E094
67.2,38062,15,CE,E044
63.5,169822,6,CE,E076
66.4,114804,3,EE,E274
67.6,72518,3,ME,E173
79.8,8730,944,CS,E043
63.5,90298,995,CE,E104
72.5,38799,19,IE,E062
82.2,23793,21,EC,E185
70.9,28762,700,TC,E011
66.9,187966,21,ME,E237
82.3,19562,622,CS,E077
56.5,48250,892,EC,E171
60.7,89584,2,ME,E130
70.1,96888,10,ME,E128
80.9,29828,10,CS,E117
69.3,62412,548,CE,E095
67.8,56940,9,ME,E097
72.9,7664,18,CS,E100
61.6,92971,12,CE,E175
82.2,7552,567,EC,E210
88.4,1263,247,TC,E005
77.3,6121,445,CS,E275
56.2,152765,986,ME,E255
78.6,17375,8,EC,E061
65.4,53708,487,TC,E017
89.5,1665,19,EC,E056
63.7,66209,18,EE,E075
82.9,19925,715,EE,E108
61.2,117908,4,CE,E085
86.8,4643,793,IE,E107
71.5,47405,444,CS,E113
79.9,8905,220,ME,E141
63.9,85850,206,CE,E070
86.8,3311,819,CS,E107
78.3,12919,477,ME,E037
79.7,23766,890,CS,E152
82.5,23750,326,EC,E098
72,39494,56,EC,E085
63.5,209596,835,CE,E130
74,26361,21,CS,E121
56.6,108125,11,EC,E117
87.5,1635,440,CS,E021
67.5,61353,672,EC,E171
61.7,144646,54,IE,E198
87.9,2971,6,SE,E235
61.5,69758,575,IE,E033
70,101578,14,ME,E043
84.6,1688,18,CH,E005
63.8,72610,2,CO,E237
73.5,23426,20,CS,E257
67.9,52883,324,CE,E210
64.4,38236,8,IE,E038
61.8,183043,325,IE,E146
71,20008,5,EI,E008
71.9,100330,5,CS,E174
65.7,90867,21,IE,E134
79.2,18663,19,EC,E031
65.9,255697,15,ME,E186
59.6,227429,535,ME,E194
70.9,46523,737,CE,E124
67,80397,845,EE,E210
75.7,29835,130,IE,E261
67.8,121930,6,EC,E238
78.4,29992,15,CE,E053
75.5,9444,268,EE,E062
74.4,13308,10,CS,E166
60.6,45965,331,EC,E117
78.4,8296,277,IM,E006
63.8,59144,268,CS,E167
67.7,84577,2,EC,E255
88.5,2827,8,CS,E178
56.2,72345,11,EE,E081
57.3,73746,19,CE,E265
56.1,40581,715,CE,E147
65,216126,10,EE,E144
61.5,118627,73,EC,E042
72.2,5468,947,BT,E016
58,49707,622,CS,E167
57.6,177099,12,ME,E180
62.7,84492,17,EE,E205
63.3,37057,16,ME,E036
63.8,81146,12,EC,E165
63.1,55181,16,IE,E114
66.2,144967,3,CE,E504
71.7,6203,459,CE,E006
75.2,15229,2,EC,E091
65.2,160021,8,EC,E070
70.6,109518,814,EC,E504
72,15183,145,CS,E059
61,76581,898,EE,E033
65.2,81035,798,CE,E221
72.7,19452,426,IP,E061
82.3,18773,174,IE,E043
70.9,36313,746,EC,E045
88.7,3273,21,CS,E141
87.8,4791,354,EE,E056
71.7,113143,17,ME,E018
75.6,23876,496,EE,E035
63.4,314577,859,EC,E221
63.6,159801,15,CE,E120
71.3,38070,10,AE,E208
77.6,14538,20,EC,E037
59.3,75725,700,ME,E147
67,46768,404,CS,E128
63.5,114626,417,EC,E139
78.8,17582,2,IE,E071
72.4,52457,11,CE,E150
65.9,36962,20,CE,E154
68.9,72934,10,CE,E098
66.3,64050,383,CE,E097
59.2,39579,906,EC,E085
59.4,57832,20,CS,E227
65.1,272707,690,EE,E197
71.2,10184,439,ME,E278
91.8,2681,6,EC,E021
62.3,30061,148,ME,E178
65,68453,18,EC,E086
71.7,52933,19,EE,E102
67.9,45309,302,CE,E129
65.2,42214,7,CS,E273
72.9,47639,19,ME,E160
80,8265,480,EC,E008
72,63697,249,EC,E205
79.9,5357,15,CE,E048
87.6,2332,220,IE,E056
65.6,90564,3,CE,E169
71,25838,834,EC,E071
82.6,24409,832,CS,E111
70.8,26839,909,ME,E274
69,36102,334,EC,E255
66.9,49492,355,CE,E153
60.4,90729,9,CS,E153
70.8,26001,527,ME,E095
63.2,38929,904,CS,E087
78.1,13309,11,EE,E041
75.4,20276,15,IE,E068
63.2,40200,972,TC,E008
76.6,9600,10,CS,E212
69.6,42402,864,EC,E101
74.9,18559,214,CH,E034
58.9,211953,279,ME,E152
62.4,75034,957,EE,E213
67.6,122148,2,ME,E203
59.4,300456,6,CE,E197
88.5,4702,10,EE,E001
71.2,164214,438,EE,E130
79,12307,11,EE,E056
68.8,35110,773,ME,E069
85.6,1471,946,EC,E007
66.6,41900,563,IE,E011
90,2262,2,IE,E008
70.7,106293,467,EE,E135
63,39145,75,CS,E035
69.2,76738,192,ME,E147
83.7,1867,20,CS,E141
58.7,129714,18,CE,E124
72.1,27594,703,EC,E240
70.2,154530,581,ME,E123
58.3,36726,20,EC,E028
76.1,14518,601,CS,E105
78.9,27307,790,CE,E042
62.1,31767,366,CS,E164
63.9,194735,824,ME,E177
70,12050,978,IE,E099
77.3,24257,553,IP,E061
78,27128,11,CS,E240
65.6,110951,271,EC,E040
84.7,3209,789,EI,E048
83.4,2391,135,EC,E007
63.4,89073,18,CE,E184
63.6,90723,18,EC,E237
82.6,18008,146,EI,E006
65.2,86804,18,EC,E272
82.1,2914,18,CS,E151
79.1,14575,619,ME,E053
71,50370,7,CE,E142
71.5,54749,7,EE,E210
70.7,92274,16,ME,E203
78.6,27254,14,IP,E022
94.4,232,371,EC,E005
76.4,15984,275,EC,E151
60.7,131096,13,CE,E085
76.5,22521,409,ME,E012
69.5,158068,16,EE,E172
66.5,44144,201,IP,E031
74.9,19713,5,CS,E036
80.8,22211,225,EC,E175
68.1,126075,4,ME,E254
63,36109,15,CE,E062
81.7,4257,542,EC,E212
81.1,19931,532,CE,E126
69.4,74907,7,ME,E091
62.1,168902,143,ME,E083
57.9,47943,227,EE,E103
71.1,54283,14,EI,E049
58.2,137406,963,EC,E504
82.7,26616,20,CE,E126
61.7,97094,13,EE,E255
57.4,44478,19,CS,E109
72.8,41569,7,CS,E504
56.6,236113,13,ME,E127
69.9,61658,12,EC,E269
67.6,96941,189,ME,E078
67.4,36362,650,EC,E033
77.9,20533,8,CS,E151
70.4,7575,16,AE,E042
70.8,147893,14,CE,E120
75,7232,216,CS,E206
79.5,24278,265,EE,E058
63.7,80414,267,CE,E045
82.7,5455,77,EC,E120
58.9,45767,7,IE,E111
65,30158,15,CE,E167
66.7,58508,13,EE,E274
68.6,36381,863,EC,E123
59.8,131890,314,ME,E054
67.6,47680,756,CS,E167
57.9,48749,13,ME,E161
82.7,4383,12,CS,E510
63.6,76428,915,IE,E110
65.6,166127,563,EE,E203
68.6,125364,379,CE,E184
59.7,129522,968,CE,E083
62.1,84966,983,CS,E132
73.9,10939,763,CS,E086
60.1,145410,286,ME,E109
72.7,18882,584,AE,E037
56,36952,11,EC,E196
73.6,25862,232,AE,E183
72.6,5944,841,EC,E141
77.5,18182,220,AE,E042
82.9,24783,378,EC,E239
59.6,260107,893,CE,E054
71,98140,2,EE,E272
79,5512,279,IP,E021
81,3618,13,CS,E016
70.1,14051,20,IE,E099
95.5,68,9,CS,E005
71.3,14311,974,EC,E041
81.3,24735,687,CS,E087
65.9,47389,3,CS,E144
67.9,70553,816,CE,E152
77.9,16311,951,EI,E047
71.6,19417,813,CE,E010
80.4,12333,181,CS,E166
77.4,22683,4,EE,E037
71.6,80977,20,CE,E210
56.1,159937,2,CE,E109
78,7063,710,IM,E006
72.5,202121,940,CE,E258
57.9,41173,12,CS,E207
90.3,797,424,EC,E009
67.4,45407,474,EE,E210
71.3,24876,11,CS,E207
72.5,12312,19,IP,E021
91.1,1146,91,EI,E005
70.2,74830,825,CS,E147
81,6510,11,BT,E053
79.2,23000,468,TC,E007
65.9,185540,425,ME,E083
87,3100,953,IE,E056
59.2,38768,832,CS,E093
66,112828,226,EC,E029
87.7,3706,20,IE,E016
58.4,83162,167,CE,E146
59,132015,17,EE,E081
62.3,191117,14,IE,E130
65.4,72251,310,ME,E097
69.8,38641,53,CE,E060
72.9,42618,6,EC,E087
69.4,156183,348,ME,E208
61,65398,2,EC,E123
65.9,190595,6,EC,E191
81,23113,14,EC,E091
60.2,64064,14,EE,E272
87.7,4499,14,CS,E082
72.6,41164,16,CS,E078
70.2,70859,21,CE,E238
65.9,48097,663,ME,E091
72.1,212600,19,CE,E175
75.2,23747,12,BM,E124
70,55960,863,CE,E273
90.1,3605,434,TC,E006
61.7,40395,763,CS,E176
58.8,117315,14,EE,E173
66,37470,15,IE,E147
67.2,104033,21,CE,E191
69.7,124555,21,IE,E112
58.8,51542,4,CS,E185
65.7,93991,966,ME,E046
60.4,78136,748,ME,E205
56.4,142788,20,ME,E121
72.7,172588,721,EC,E188
65.3,121439,584,CE,E176
61.3,120630,573,IE,E177
56.3,72848,18,AU,E078
57.4,96811,15,CE,E070
66.4,55506,8,CE,E031
72.4,210841,61,EC,E044
92.8,782,956,IE,E008
73.6,5235,11,CH,E006
63.6,117370,11,IE,E112
77.9,5554,16,EC,E241
82.6,5305,112,EC,E212
66.4,32465,13,EE,E101
64.4,53759,9,CE,E158
91.6,3961,10,CS,E126
71.2,5369,680,CS,E178
66.8,33507,12,CH,E062
81.6,25648,106,CE,E087
70.4,17166,645,IE,E058
56.5,130793,8,EC,E186
60.4,214788,245,ME,E180
81.4,14852,21,CE,E021
77.4,7306,11,EC,E235
78,20604,871,EC,E036
62.9,152579,16,ME,E104
81.4,23483,20,CS,E059
65.1,42274,14,CE,E156
66.5,62295,9,EE,E066
58.7,115185,480,EC,E043
59.8,128448,11,IE,E177
70.3,46483,4,ME,E167
64.2,54711,3,EC,E132
70.6,7286,19,EN,E021
62.6,134951,621,IE,E169
89.8,3807,11,CE,E003
70.7,41231,4,EC,E029
60.8,89033,400,IE,E100
61.9,256995,19,CE,E198
64.9,115141,374,CE,E205
59.3,87088,566,ME,E210
82.1,19352,923,EE,E133
58.5,61877,515,IE,E209
78.4,7706,320,EE,E038
62.5,75757,6,CS,E013
68.8,59645,5,MR,E144
56.8,39437,606,IE,E038
66.8,53497,15,CS,E198
72,140526,9,ME,E094
72.1,75076,2,EC,E204
